12.500000 -2.787887 0.128957 0.257068 #m_at_a: 10.035121
12.625000 -2.714833 0.130514 0.244960 #m_at_a: 10.107644
12.750000 -2.643539 0.134261 0.233422 #m_at_a: 10.178579
12.875000 -2.573967 0.140616 0.222212 #m_at_a: 10.248011
13.000000 -2.506094 0.148079 0.211836 #m_at_a: 10.316023
13.125000 -2.439914 0.156452 0.202646 #m_at_a: 10.382696
13.250000 -2.375429 0.165657 0.193534 #m_at_a: 10.448108
13.375000 -2.312644 0.174654 0.186213 #m_at_a: 10.512335
13.500000 -2.251556 0.183128 0.181164 #m_at_a: 10.575450
13.625000 -2.192155 0.189193 0.178248 #m_at_a: 10.637523
13.750000 -2.134432 0.192527 0.178798 #m_at_a: 10.698621
13.875000 -2.078410 0.192309 0.183318 #m_at_a: 10.758809
14.000000 -2.024191 0.189105 0.191634 #m_at_a: 10.818148
14.125000 -1.971993 0.181518 0.203839 #m_at_a: 10.876696
14.250000 -1.922181 0.171428 0.219596 #m_at_a: 10.934510
14.375000 -1.875270 0.158740 0.238389 #m_at_a: 10.991641
14.500000 -1.831899 0.144945 0.260723 #m_at_a: 11.048140
14.625000 -1.792777 0.130280 0.285654 #m_at_a: 11.104055
14.750000 -1.758619 0.114835 0.310978 #m_at_a: 11.159429
14.875000 -1.730075 0.101894 0.335782 #m_at_a: 11.214305
15.000000 -1.707658 0.091707 0.359125 #m_at_a: 11.268722
