11.875000 -2.435680 0.182285 0.133151 #m_at_a: 11.321621
12.000000 -2.337764 0.192577 0.113137 #m_at_a: 11.426624
12.125000 -2.221958 0.199405 0.098979 #m_at_a: 11.530305
12.250000 -2.092560 0.201806 0.094817 #m_at_a: 11.632698
12.375000 -1.960627 0.196735 0.097897 #m_at_a: 11.733841
12.500000 -1.839042 0.186986 0.105271 #m_at_a: 11.833772
12.625000 -1.737950 0.174293 0.113761 #m_at_a: 11.932535
12.750000 -1.662859 0.161960 0.122311 #m_at_a: 12.030171
12.875000 -1.614979 0.151390 0.130369 #m_at_a: 12.126723
13.000000 -1.592529 0.143953 0.136409 #m_at_a: 12.222238
13.125000 -1.592138 0.139782 0.140752 #m_at_a: 12.316760
13.250000 -1.609925 0.138062 0.143332 #m_at_a: 12.410333
13.375000 -1.642171 0.138831 0.144035 #m_at_a: 12.503004
13.500000 -1.685651 0.141392 0.143719 #m_at_a: 12.594817
13.625000 -1.737730 0.145253 0.142416 #m_at_a: 12.685817
13.750000 -1.796328 0.150450 0.140044 #m_at_a: 12.776046
13.875000 -1.859846 0.156446 0.136885 #m_at_a: 12.865549
14.000000 -1.927065 0.163256 0.133475 #m_at_a: 12.954365
14.125000 -1.997064 0.170789 0.130310 #m_at_a: 13.042537
14.250000 -2.069149 0.178769 0.127007 #m_at_a: 13.130103
14.375000 -2.142797 0.187581 0.123827 #m_at_a: 13.217101
14.500000 -2.217613 0.196881 0.120734 #m_at_a: 13.303568
14.625000 -2.293300 0.206563 0.118052 #m_at_a: 13.389540
14.750000 -2.369632 0.216738 0.115584 #m_at_a: 13.475049
14.875000 -2.446440 0.226969 0.112955 #m_at_a: 13.560129
15.000000 -2.523593 0.237314 0.110923 #m_at_a: 13.644809
