13.250000 -2.489189 0.199425 0.201826 #m_at_a: 10.103685
13.375000 -2.426363 0.206428 0.198117 #m_at_a: 10.165860
13.500000 -2.365054 0.211658 0.196242 #m_at_a: 10.226922
13.625000 -2.305270 0.214921 0.196941 #m_at_a: 10.286943
13.750000 -2.247033 0.216036 0.199185 #m_at_a: 10.345990
13.875000 -2.190369 0.214799 0.204965 #m_at_a: 10.404129
14.000000 -2.135322 0.210912 0.214322 #m_at_a: 10.461421
14.125000 -2.081962 0.203809 0.226147 #m_at_a: 10.517926
14.250000 -2.030402 0.194404 0.241953 #m_at_a: 10.573699
14.375000 -1.980823 0.181483 0.260663 #m_at_a: 10.628794
14.500000 -1.933490 0.166539 0.282897 #m_at_a: 10.683260
14.625000 -1.888761 0.150418 0.307156 #m_at_a: 10.737144
14.750000 -1.847082 0.134287 0.334939 #m_at_a: 10.790493
14.875000 -1.808969 0.117304 0.363097 #m_at_a: 10.843346
