12.500000 -2.232935 0.186184 0.124046 #m_at_a: 11.459003
12.625000 -2.137014 0.200445 0.105960 #m_at_a: 11.548417
12.750000 -2.036566 0.207349 0.097178 #m_at_a: 11.636469
12.875000 -1.937098 0.206345 0.096198 #m_at_a: 11.723218
13.000000 -1.845043 0.198240 0.101182 #m_at_a: 11.808726
13.125000 -1.765983 0.185102 0.110392 #m_at_a: 11.893051
13.250000 -1.703623 0.171736 0.120875 #m_at_a: 11.976255
13.375000 -1.659570 0.159297 0.131663 #m_at_a: 12.058394
13.500000 -1.633638 0.149481 0.141384 #m_at_a: 12.139527
13.625000 -1.624386 0.142302 0.149463 #m_at_a: 12.219710
13.750000 -1.629686 0.139468 0.155074 #m_at_a: 12.298998
13.875000 -1.647184 0.138775 0.158509 #m_at_a: 12.377444
14.000000 -1.674612 0.140840 0.159809 #m_at_a: 12.455100
14.125000 -1.709960 0.144746 0.159070 #m_at_a: 12.532014
14.250000 -1.751536 0.150855 0.157005 #m_at_a: 12.608236
14.375000 -1.797973 0.158496 0.153444 #m_at_a: 12.683810
14.500000 -1.848182 0.166952 0.149635 #m_at_a: 12.758781
14.625000 -1.901316 0.176640 0.145554 #m_at_a: 12.833190
14.750000 -1.956717 0.187461 0.141059 #m_at_a: 12.907078
14.875000 -2.013879 0.198846 0.136980 #m_at_a: 12.980483
15.000000 -2.072411 0.211505 0.132491 #m_at_a: 13.053441
