13.875000 -1.957143 0.182814 0.161485 #m_at_a: 11.128788
14.000000 -1.903565 0.176041 0.172070 #m_at_a: 11.190770
14.125000 -1.853484 0.165404 0.186872 #m_at_a: 11.251961
14.250000 -1.807929 0.152952 0.204841 #m_at_a: 11.312416
14.375000 -1.767935 0.139538 0.225753 #m_at_a: 11.372186
14.500000 -1.734420 0.126533 0.247437 #m_at_a: 11.431321
14.625000 -1.708079 0.114911 0.267818 #m_at_a: 11.489869
14.750000 -1.689321 0.105845 0.286775 #m_at_a: 11.547873
14.875000 -1.678241 0.100124 0.302473 #m_at_a: 11.605376
15.000000 -1.674636 0.098518 0.315666 #m_at_a: 11.662417
