15.085718 9.000000 -1.269996
14.270276 9.000000 -1.114642
13.538470 9.000000 -0.959288
12.922919 9.000000 -1.204255
12.360910 9.000000 -1.449222
11.845745 9.000000 -1.694190
11.398479 9.000000 -1.920588
10.983759 9.000000 -2.146986
10.598158 9.000000 -2.373384
10.255967 9.000000 -2.531678
9.935183 9.000000 -2.689972
9.633856 9.000000 -2.848266
9.362136 9.000000 -2.927219
9.105323 9.000000 -3.006172
8.862223 9.000000 -3.085126
8.640298 9.000000 -3.184983
8.429217 9.000000 -3.284841
8.228203 9.000000 -3.384698
8.042909 9.000000 -3.458484
7.865776 9.000000 -3.532270
7.696277 9.000000 -3.606056
7.538823 9.000000 -3.673035
7.387682 9.000000 -3.740014
7.242483 9.000000 -3.806992
7.106708 9.000000 -3.842035
6.975931 9.000000 -3.877078
6.849879 9.000000 -3.912120
6.731369 9.000000 -3.934836
6.616890 9.000000 -3.957552
6.506240 9.000000 -3.980267
6.401723 9.000000 -3.992770
6.300511 9.000000 -4.005272
6.202450 9.000000 -4.017775
6.109461 9.000000 -4.029046
6.019217 9.000000 -4.040317
5.931602 9.000000 -4.051588
5.848216 9.000000 -4.056901
5.767142 9.000000 -4.062215
5.688285 9.000000 -4.067528
5.613014 9.000000 -4.064773
5.539709 9.000000 -4.062016
5.468294 9.000000 -4.059261
5.399933 9.000000 -4.051432
5.333261 9.000000 -4.043602
5.268214 9.000000 -4.035772
5.205799 9.000000 -4.032823
5.144845 9.000000 -4.029873
5.085303 9.000000 -4.026924
5.028043 9.000000 -4.017447
4.972058 9.000000 -4.007970
4.917306 9.000000 -3.998493
4.864549 9.000000 -3.984467
4.812911 9.000000 -3.970441
4.762358 9.000000 -3.956415
4.713562 9.000000 -3.947121
4.665756 9.000000 -3.937826
4.618910 9.000000 -3.928531
4.573614 9.000000 -3.915214
4.529197 9.000000 -3.901897
4.485635 9.000000 -3.888580
4.443451 9.000000 -3.872909
4.402054 9.000000 -3.857238
4.361421 9.000000 -3.841566
4.322019 9.000000 -3.828562
4.283323 9.000000 -3.815558
4.245313 9.000000 -3.802555
4.208409 9.000000 -3.786588
4.172141 9.000000 -3.770622
4.136492 9.000000 -3.754656
4.101838 9.000000 -3.738949
4.067759 9.000000 -3.723242
4.034242 9.000000 -3.707535
4.001624 9.000000 -3.692847
3.969529 9.000000 -3.678159
3.937945 9.000000 -3.663471
3.907178 9.000000 -3.645631
3.876888 9.000000 -3.627791
3.847064 9.000000 -3.609951
3.817982 9.000000 -3.594747
