#(1+z) Log10(Halo Mass) Log10(<SFH>)
#Units are Msun and Msun/yr, respectively.
1.000000 9.000000 -4.109360
1.016249 9.000000 -4.045152
1.032761 9.000000 -3.977512
1.049542 9.000000 -3.924214
1.066596 9.000000 -3.881609
1.083927 9.000000 -3.848319
1.101539 9.000000 -3.820800
1.119438 9.000000 -3.797332
1.137627 9.000000 -3.777100
1.156112 9.000000 -3.760022
1.174898 9.000000 -3.744720
1.193988 9.000000 -3.730857
1.213389 9.000000 -3.718392
1.233105 9.000000 -3.707208
1.253141 9.000000 -3.696252
1.273503 9.000000 -3.685940
1.294196 9.000000 -3.677476
1.315225 9.000000 -3.669791
1.336596 9.000000 -3.662276
1.358314 9.000000 -3.655351
1.380384 9.000000 -3.649341
1.402814 9.000000 -3.644826
1.425608 9.000000 -3.641147
1.448772 9.000000 -3.638343
1.472312 9.000000 -3.636070
1.496236 9.000000 -3.634674
1.520548 9.000000 -3.634315
1.545254 9.000000 -3.634999
1.570363 9.000000 -3.636730
1.595879 9.000000 -3.639500
1.621810 9.000000 -3.643334
1.648162 9.000000 -3.648191
1.674943 9.000000 -3.654054
1.702158 9.000000 -3.660923
1.729816 9.000000 -3.668796
1.757923 9.000000 -3.677658
1.786488 9.000000 -3.687499
1.815516 9.000000 -3.698293
1.845015 9.000000 -3.710037
1.874994 9.000000 -3.722712
1.905461 9.000000 -3.736305
1.936422 9.000000 -3.750786
1.967886 9.000000 -3.766062
1.999862 9.000000 -3.782097
2.032357 9.000000 -3.799014
2.065380 9.000000 -3.816749
2.098940 9.000000 -3.835155
2.133045 9.000000 -3.854101
2.167704 9.000000 -3.873260
2.202926 9.000000 -3.893394
2.238721 9.000000 -3.914136
2.275097 9.000000 -3.935550
2.312065 9.000000 -3.957464
2.349633 9.000000 -3.980089
2.387811 9.000000 -4.002910
2.426610 9.000000 -4.025926
2.466039 9.000000 -4.049769
2.506109 9.000000 -4.073502
2.546830 9.000000 -4.097418
2.588213 9.000000 -4.122244
2.630268 9.000000 -4.146057
2.673006 9.000000 -4.171160
2.716439 9.000000 -4.195741
2.760578 9.000000 -4.220291
2.805434 9.000000 -4.245578
2.851018 9.000000 -4.269676
2.897343 9.000000 -4.295279
2.944421 9.000000 -4.319261
2.992265 9.000000 -4.344507
3.040885 9.000000 -4.368750
3.090295 9.000000 -4.393098
3.140509 9.000000 -4.417774
3.191538 9.000000 -4.441096
3.243397 9.000000 -4.465785
3.296098 9.000000 -4.488796
3.349655 9.000000 -4.511489
3.404083 9.000000 -4.536095
3.459395 9.000000 -4.556717
3.515606 9.000000 -4.580449
3.572730 9.000000 -4.602962
3.630783 9.000000 -4.624225
3.689779 9.000000 -4.645222
3.749732 9.000000 -4.669421
3.810661 9.000000 -4.687096
3.872580 9.000000 -4.706106
3.935504 9.000000 -4.729210
3.999451 9.000000 -4.748601
4.064437 9.000000 -4.767034
4.130479 9.000000 -4.784524
4.197595 9.000000 -4.805946
4.265800 9.000000 -4.825404
4.335114 9.000000 -4.839333
4.405555 9.000000 -4.856198
4.477139 9.000000 -4.874826
4.549887 9.000000 -4.894705
4.623817 9.000000 -4.914046
4.698949 9.000000 -4.923384
4.775301 9.000000 -4.934247
4.852893 9.000000 -4.952648
4.931747 9.000000 -4.970956
5.011882 9.000000 -4.988851
5.093318 9.000000 -5.005690
5.176079 9.000000 -5.012779
5.260183 9.000000 -5.019868
5.345655 9.000000 -5.034416
5.432516 9.000000 -5.049745
5.520787 9.000000 -5.065082
5.610493 9.000000 -5.080426
5.701657 9.000000 -5.094935
5.794302 9.000000 -5.104549
5.888452 9.000000 -5.114163
5.984131 9.000000 -5.122649
6.081367 9.000000 -5.130200
6.180181 9.000000 -5.137752
6.280601 9.000000 -5.149109
6.382653 9.000000 -5.161560
6.486363 9.000000 -5.174010
6.591759 9.000000 -5.185899
6.698867 9.000000 -5.197657
6.807715 9.000000 -5.209414
6.918332 9.000000 -5.220557
7.030747 9.000000 -5.231318
7.144987 9.000000 -5.242080
7.261084 9.000000 -5.251452
7.379068 9.000000 -5.253487
7.498969 9.000000 -5.255521
7.620818 9.000000 -5.257555
7.744647 9.000000 -5.262574
7.870488 9.000000 -5.272286
7.998374 9.000000 -5.281999
8.128337 9.000000 -5.291712
8.260412 9.000000 -5.301407
8.394634 9.000000 -5.311049
8.531036 9.000000 -5.320691
8.669655 9.000000 -5.330333
8.810526 9.000000 -5.339974
8.953687 9.000000 -5.352677
1.000000 9.050000 -4.042005
1.016249 9.050000 -3.977870
1.032761 9.050000 -3.909988
1.049542 9.050000 -3.856515
1.066596 9.050000 -3.813778
1.083927 9.050000 -3.780394
1.101539 9.050000 -3.752804
1.119438 9.050000 -3.729279
