13.375000 -2.058463 0.185267 0.133035 #m_at_a: 11.246787
13.500000 -1.993543 0.190248 0.128954 #m_at_a: 11.316048
13.625000 -1.930588 0.188850 0.131495 #m_at_a: 11.384280
13.750000 -1.871098 0.182240 0.139046 #m_at_a: 11.451545
13.875000 -1.816784 0.171584 0.151542 #m_at_a: 11.517906
14.000000 -1.769303 0.159023 0.166707 #m_at_a: 11.583422
14.125000 -1.730015 0.146370 0.183580 #m_at_a: 11.648149
14.250000 -1.699837 0.134871 0.201048 #m_at_a: 11.712141
14.375000 -1.679174 0.125322 0.216756 #m_at_a: 11.775449
14.500000 -1.667939 0.119613 0.231303 #m_at_a: 11.838123
14.625000 -1.665635 0.117084 0.241784 #m_at_a: 11.900209
14.750000 -1.671469 0.117830 0.248874 #m_at_a: 11.961749
14.875000 -1.684484 0.121472 0.253493 #m_at_a: 12.022787
15.000000 -1.703664 0.128353 0.254873 #m_at_a: 12.083361
