12.875000 -2.182190 0.172941 0.140558 #m_at_a: 11.333150
13.000000 -2.105117 0.189327 0.122672 #m_at_a: 11.411930
13.125000 -2.026850 0.198459 0.111833 #m_at_a: 11.489442
13.250000 -1.949514 0.200566 0.108212 #m_at_a: 11.565753
13.375000 -1.876102 0.195236 0.112044 #m_at_a: 11.640931
13.500000 -1.809788 0.185201 0.120143 #m_at_a: 11.715039
13.625000 -1.753301 0.172113 0.132553 #m_at_a: 11.788141
13.750000 -1.708541 0.158841 0.146130 #m_at_a: 11.860298
13.875000 -1.676437 0.147197 0.159711 #m_at_a: 11.931567
14.000000 -1.657006 0.138519 0.171769 #m_at_a: 12.002005
14.125000 -1.649541 0.133042 0.182195 #m_at_a: 12.071667
14.250000 -1.652859 0.130564 0.189575 #m_at_a: 12.140605
14.375000 -1.665532 0.131297 0.194060 #m_at_a: 12.208867
14.500000 -1.686090 0.134647 0.196114 #m_at_a: 12.276501
14.625000 -1.713145 0.140518 0.196063 #m_at_a: 12.343553
14.750000 -1.745468 0.149140 0.194189 #m_at_a: 12.410064
14.875000 -1.782013 0.159378 0.190388 #m_at_a: 12.476075
15.000000 -1.821919 0.171083 0.185711 #m_at_a: 12.541625
