11.125000 -2.566805 0.173854 0.132110 #m_at_a: 10.918525
11.250000 -2.502163 0.178140 0.124382 #m_at_a: 11.038544
11.375000 -2.422306 0.179190 0.117223 #m_at_a: 11.157815
11.500000 -2.314936 0.176037 0.113723 #m_at_a: 11.276336
11.625000 -2.177756 0.169323 0.115412 #m_at_a: 11.394107
11.750000 -2.023545 0.160430 0.120051 #m_at_a: 11.511130
11.875000 -1.873194 0.151135 0.126700 #m_at_a: 11.627412
12.000000 -1.744994 0.143242 0.132723 #m_at_a: 11.742961
12.125000 -1.649218 0.136771 0.137131 #m_at_a: 11.857786
12.250000 -1.588457 0.132821 0.140831 #m_at_a: 11.971900
12.375000 -1.560304 0.130257 0.143072 #m_at_a: 12.085317
12.500000 -1.559979 0.129283 0.144285 #m_at_a: 12.198053
12.625000 -1.582129 0.128833 0.144581 #m_at_a: 12.310126
12.750000 -1.621801 0.129522 0.143982 #m_at_a: 12.421555
12.875000 -1.674840 0.130810 0.143036 #m_at_a: 12.532359
13.000000 -1.737948 0.132894 0.141742 #m_at_a: 12.642560
13.125000 -1.808594 0.135771 0.140186 #m_at_a: 12.752180
13.250000 -1.884869 0.139138 0.138312 #m_at_a: 12.861240
13.375000 -1.965350 0.142965 0.136404 #m_at_a: 12.969764
13.500000 -2.048979 0.146792 0.134459 #m_at_a: 13.077774
13.625000 -2.134970 0.151375 0.132463 #m_at_a: 13.185294
13.750000 -2.222740 0.155643 0.130577 #m_at_a: 13.292348
13.875000 -2.311852 0.160405 0.128796 #m_at_a: 13.398957
14.000000 -2.401984 0.165511 0.127290 #m_at_a: 13.505145
14.125000 -2.492891 0.170640 0.126003 #m_at_a: 13.610935
14.250000 -2.584391 0.176179 0.124307 #m_at_a: 13.716348
14.375000 -2.676348 0.181405 0.123220 #m_at_a: 13.821406
14.500000 -2.768658 0.186849 0.122112 #m_at_a: 13.926131
14.625000 -2.861244 0.192460 0.120798 #m_at_a: 14.030543
14.750000 -2.954049 0.198064 0.119782 #m_at_a: 14.134661
14.875000 -3.047029 0.203572 0.118776 #m_at_a: 14.238505
15.000000 -3.140152 0.208981 0.118208 #m_at_a: 14.342094
