# k[Mpc^-1]  P(k)[uK^2 Mpc^3]  sigmaP(k)[uK^2 Mpc^3]  Pnoise(k)[uK^2 Mpc^3]  Nmodes(k)  fres(k)
3.052265157305702331e-02 9.235690317475924530e+03 1.569903153611289054e+04 2.083549317142130167e+04 3.849170486236904498e+00 9.763242695920288927e-01
9.156795471917106299e-02 5.878598930993804061e+03 5.193750979979163276e+03 2.083549317142130167e+04 3.464253437613213293e+01 8.738853676824340777e-01
1.526132578652851235e-01 4.311148703340516477e+03 3.652785041285485477e+03 2.083549317142130167e+04 9.622926215592262622e+01 7.017821268078063834e-01
2.136585610113991562e-01 2.440182707576371740e+03 3.335417775708473528e+03 2.083549317142130167e+04 1.886093538256083093e+02 5.081248659181175631e-01
2.747038641575132445e-01 1.482488283796480346e+03 3.781004979749198355e+03 2.083549317142130167e+04 3.117828093851893527e+02 3.342886104637154965e-01
3.357491673036272495e-01 1.237923071131144980e+03 5.063624980065557793e+03 2.083549317142130167e+04 4.657496288346654296e+02 2.019908796623322289e-01
3.967944704497412545e-01 1.067398469601527495e+03 7.557860038030835312e+03 2.083549317142130167e+04 6.505098121740368242e+02 1.136254676451809165e-01
4.578397735958553705e-01 7.726379803106111694e+02 1.215416439990066465e+04 2.083549317142130167e+04 8.660633594033035934e+02 6.041117294919787217e-02
5.188850767419693755e-01 7.107007608092171722e+02 2.097536684514370791e+04 2.083549317142130167e+04 1.112410270522465453e+03 3.079842477132085921e-02
5.799303798880834915e-01 6.018096025825947208e+02 3.777686575839356374e+04 2.083549317142130167e+04 1.389550545531522857e+03 1.522323825400006062e-02
6.409756830341974965e-01 5.674201363961155948e+02 7.079057769089833891e+04 2.083549317142130167e+04 1.697484184430475125e+03 7.338284882123233439e-03
7.020209861803115015e-01 4.930739368608953441e+02 1.368991903689833125e+05 2.083549317142130167e+04 2.036211187219322255e+03 3.452624837598551773e-03
7.630662893264255064e-01 4.479113790116245468e+02 2.743483579278156976e+05 2.083549317142130167e+04 2.405731553898064703e+03 1.581667361047273818e-03
8.241115924725396225e-01 4.084168150470433147e+02 5.705249207620465895e+05 2.083549317142130167e+04 2.806045284466703379e+03 7.029306745604090977e-04
8.851568956186537385e-01 3.959963760536865038e+02 1.235580854707822204e+06 2.083549317142130167e+04 3.237152378925237372e+03 3.020144500098229969e-04
9.462021987647677435e-01 3.777560379905584114e+02 2.788181565503210295e+06 2.083549317142130167e+04 3.699052837273666228e+03 1.250952660574891715e-04
1.007247501910881748e+00 3.631333797055742139e+02 6.568630505009942688e+06 2.083549317142130167e+04 4.191746659511988582e+03 4.984658129645575084e-05
1.068292805056995753e+00 3.264472794916333669e+02 1.615373324524444900e+07 2.083549317142130167e+04 4.715233845640207619e+03 1.907791735715872220e-05
1.129338108203109758e+00 3.277667183914780367e+02 4.161824773993105441e+07 2.083549317142130167e+04 5.269514395658321519e+03 7.005086081972753680e-06
1.190383411349223985e+00 3.184017036489412362e+02 1.121395858751338273e+08 2.083549317142130167e+04 5.854588309566333010e+03 2.465376280157582085e-06
1.251428714495337990e+00 3.063755123358261585e+02 3.162676889422562122e+08 2.083549317142130167e+04 6.470455587364237545e+03 8.310384456103855798e-07
1.312474017641451995e+00 2.969764719478248480e+02 9.341811793269742727e+08 2.083549317142130167e+04 7.117116229052036033e+03 2.681433996020714548e-07
1.373519320787566000e+00 2.904995713666466486e+02 2.890781107506830215e+09 2.083549317142130167e+04 7.794570234629730294e+03 8.277626590074719217e-08
1.434564623933680005e+00 2.788230517802309123e+02 9.369983756490133286e+09 2.083549317142130167e+04 8.502817604097321237e+03 2.443749872339554717e-08
1.495609927079794232e+00 2.755718791005469370e+02 3.183929238293252182e+10 2.083549317142130167e+04 9.241858337454810680e+03 6.897108900139635986e-09
1.556655230225908237e+00 2.695860544725118189e+02 1.133774770662933044e+11 2.083549317142130167e+04 1.001169243470219044e+04 1.860400503974386185e-09
1.617700533372022242e+00 2.652658807284983595e+02 4.232294095316924438e+11 2.083549317142130167e+04 1.081231989583946597e+04 4.794714989474118042e-10
1.678745836518136247e+00 2.576654029850083703e+02 1.655984122520866943e+12 2.083549317142130167e+04 1.164374072086663546e+04 1.180427139892582227e-10
1.739791139664250252e+00 2.555111403721415684e+02 6.794971232625577148e+12 2.083549317142130167e+04 1.250595490978370071e+04 2.775563762790936315e-11
1.800836442810364257e+00 2.506824941830056162e+02 2.923057378560223828e+13 2.083549317142130167e+04 1.339896246259066174e+04 6.231963406443693328e-12
1.861881745956478484e+00 2.431030855339041636e+02 1.318357808829694219e+14 2.083549317142130167e+04 1.432276337928752400e+04 1.335964693447428578e-12
1.922927049102592489e+00 2.377516965710203181e+02 6.235967191323251250e+14 2.083549317142130167e+04 1.527735765987427658e+04 2.734031216822878806e-13
